President,Order,Headline,Text
Franklin D. Roosevelt,32,Campaign for vice president (1920),"Roosevelt's plan for Hoover to run for the nomination fell through after Hoover publicly declared himself to be a Republican, but Roosevelt decided to seek the 1920 vice presidential nomination. After Governor James M. Cox of Ohio won the party's presidential nomination at the 1920 Democratic National Convention, he chose Roosevelt as his running mate, and the convention nominated him by acclamation. Although his nomination surprised most people, he balanced the ticket as a moderate, a Wilsonian, and a prohibitionist with a famous name. Roosevelt, then 38, resigned as Assistant Secretary after the Democratic convention and campaigned across the nation for the party ticket. During the campaign, Cox and Roosevelt defended the Wilson administration and the League of Nations, both of which were unpopular in 1920. Roosevelt personally supported U.S. membership in the League of Nations, but, unlike Wilson, he favored compromising with Senator Henry Cabot Lodge and other ""Reservationists"". The Cox–Roosevelt ticket was defeated by Republicans Warren G. Harding and Calvin Coolidge in the presidential election by a wide margin, and the Republican ticket carried every state outside of the South. Roosevelt accepted the loss without issue and later reflected that the relationships and goodwill that he built in the 1920 campaign proved to be a major asset in his 1932 campaign. The 1920 election also saw the first public participation of Eleanor Roosevelt who, with the support of Louis Howe, established herself as a valuable political player."
Franklin D. Roosevelt,32,Paralytic illness and political comeback (1921–1928),"After the election, Roosevelt returned to New York City, where he practiced law and served as a vice president of the Fidelity and Deposit Company. He also sought to build support for a political comeback in the 1922 elections, but his career was derailed by illness. While the Roosevelts were vacationing at Campobello Island in August 1921, he fell ill. His main symptoms were fever; symmetric, ascending paralysis; facial paralysis; bowel and bladder dysfunction; numbness and hyperesthesia; and a descending pattern of recovery. Roosevelt was left permanently paralyzed from the waist down. He was diagnosed with polio. Armond S. Goldman and Daniel A. Goldman wrote in 2017 that his symptoms were more consistent with Guillain–Barré syndrome. Though his mother favored his retirement from public life, Roosevelt, his wife, and Roosevelt's close friend and adviser, Louis Howe, were all determined that he continue his political career. He convinced many people that he was improving, which he believed to be essential prior to run for public office again. He laboriously taught himself to walk short distances while wearing iron braces on his hips and legs by swiveling his torso, supporting himself with a cane. He was careful never to be seen using his wheelchair in public, and great care was taken to prevent any portrayal in the press that would highlight his disability. However, his disability was well known before and during his presidency and became a major part of his image. He usually appeared in public standing upright, supported on one side by an aide or one of his sons. Beginning in 1925, Roosevelt spent most of his time in the Southern United States, at first on his houseboat, the Larooco. Intrigued by the potential benefits of hydrotherapy, he established a rehabilitation center at Warm Springs, Georgia, in 1926. To create the rehabilitation center, he assembled a staff of physical therapists and used most of his inheritance to purchase the Merriweather Inn. In 1938, he founded the National Foundation for Infantile Paralysis, leading to the development of polio vaccines. Roosevelt maintained contacts with the Democratic Party during the 1920s, and he remained active in New York politics while also establishing contacts in the South, particularly in Georgia. He issued an open letter endorsing Al Smith's successful campaign in New York's 1922 gubernatorial election, which both aided Smith and showed Roosevelt's continuing relevance as a political figure. Roosevelt and Smith came from different backgrounds and never fully trusted one another, but Roosevelt supported Smith's progressive policies, while Smith was happy to have the backing of the prominent and well-respected Roosevelt. Roosevelt gave presidential nominating speeches for Smith at the 1924 and 1928 Democratic National Conventions; the speech at the 1924 convention marked a return to public life following his illness and convalescence. That year, the Democrats were badly divided between an urban wing, led by Smith, and a conservative, rural wing, led by William Gibbs McAdoo. On the 101st ballot, the nomination went to John W. Davis, a compromise candidate who suffered a landslide defeat in the 1924 presidential election. Like many others throughout the United States, Roosevelt did not abstain from alcohol during the Prohibition era, but publicly he sought to find a compromise on Prohibition acceptable to both wings of the party. In 1925, Smith appointed Roosevelt to the Taconic State Park Commission, and his fellow commissioners chose him as chairman. In this role, he came into conflict with Robert Moses, a Smith protégé, who was the primary force behind the Long Island State Park Commission and the New York State Council of Parks. Roosevelt accused Moses of using the name recognition of prominent individuals including Roosevelt to win political support for state parks, but then diverting funds to the ones Moses favored on Long Island, while Moses worked to block the appointment of Howe to a salaried position as the Taconic commission's secretary. Roosevelt served on the commission until the end of 1928, and his contentious relationship with Moses continued as their careers progressed. Peace was the catchword of the 1920s, and in 1923 Edward Bok established the $100,000 American Peace Award for the best plan to bring peace to the world. Roosevelt had leisure time and interest, and he drafted a plan for the contest. He never submitted it because his wife Eleanor Roosevelt was selected as a judge for the prize. His plan called for a new world organization that would replace the League of Nations. Although Roosevelt had been the vice-presidential candidate on the Democratic ticket of 1920 that supported the League of Nations, by 1924 he was ready to scrap it. His draft of a ""Society of Nations"" accepted the reservations proposed by Henry Cabot Lodge in the 1919 Senate debate. The new Society would not become involved in the Western Hemisphere, where the Monroe doctrine held sway. It would not have any control over military forces.  Although Roosevelt's plan was never made public, he thought about the problem a great deal and incorporated some of his 1924 ideas into the design for the United Nations in 1944–1945."
Franklin D. Roosevelt,32,Governor of New York (1929–1932),"Smith, the Democratic presidential nominee in the 1928 election, asked Roosevelt to run for governor of New York in the 1928 state election. Roosevelt initially resisted, as he was reluctant to leave Warm Springs and feared a Republican landslide in 1928. Party leaders eventually convinced him only he could defeat the Republican gubernatorial nominee, New York Attorney General Albert Ottinger. He won the party's gubernatorial nomination by acclamation and again turned to Howe to lead his campaign. Roosevelt was also joined on the campaign trail by associates Samuel Rosenman, Frances Perkins, and James Farley. While Smith lost the presidency in a landslide, and was defeated in his home state, Roosevelt was elected governor by a one-percent margin, and became a contender in the next presidential election. Roosevelt proposed the construction of hydroelectric power plants and addressed the ongoing farm crisis of the 1920s. Relations between Roosevelt and Smith suffered after he chose not to retain key Smith appointees like Moses. He and his wife Eleanor established an understanding for the rest of his career; she would dutifully serve as the governor's wife but would also be free to pursue her own agenda and interests. He also began holding ""fireside chats"", in which he directly addressed his constituents via radio, often pressuring the New York State Legislature to advance his agenda. In October 1929, the Wall Street Crash occurred, and with it came the Great Depression in the United States. Roosevelt saw the seriousness of the situation and established a state employment commission. He also became the first governor to publicly endorse the idea of unemployment insurance. When Roosevelt began his run for a second term in May 1930, he reiterated his doctrine from the campaign two years before: ""that progressive government by its very terms must be a living and growing thing, that the battle for it is never-ending and that if we let up for one single moment or one single year, not merely do we stand still but we fall back in the march of civilization."" He ran on a platform that called for aid to farmers, full employment, unemployment insurance, and old-age pensions. He was elected to a second term by a 14% margin. Roosevelt proposed an economic relief package and the establishment of the Temporary Emergency Relief Administration to distribute those funds. Led first by Jesse I. Straus and then by Harry Hopkins, the agency assisted well over one-third of New York's population between 1932 and 1938. Roosevelt also began an investigation into corruption in New York City among the judiciary, the police force, and organized crime, prompting the creation of the Seabury Commission. The Seabury investigations exposed an extortion ring, led many public officials to be removed from office, and made the decline of Tammany Hall inevitable. Roosevelt supported reforestation with the Hewitt Amendment in 1931, which gave birth to New York's State Forest system."
Franklin D. Roosevelt,32,1932 presidential election,"As the 1932 presidential election approached, Roosevelt turned his attention to national politics, established a campaign team led by Howe and Farley, and a ""brain trust"" of policy advisers, primarily composed of Columbia University and Harvard University professors. There were some who were not so sanguine about his chances, such as Walter Lippmann, the dean of political commentators, who observed of Roosevelt: ""He is a pleasant man who, without any important qualifications for the office, would very much like to be president."" However, Roosevelt's efforts as governor to address the effects of the depression in his own state established him as the front-runner for the 1932 Democratic presidential nomination. Roosevelt rallied the progressive supporters of the Wilson administration while also appealing to many conservatives, establishing himself as the leading candidate in the South and West. The chief opposition to Roosevelt's candidacy came from Northeastern conservatives, Speaker of the House John Nance Garner of Texas and Al Smith, the 1928 Democratic presidential nominee. Roosevelt entered the convention with a delegate lead due to his success in the 1932 Democratic primaries, but most delegates entered the convention unbound to any particular candidate. On the first presidential ballot of the convention, Roosevelt received the votes of more than half but less than two-thirds of the delegates, with Smith finishing in a distant second place. Roosevelt then promised the vice-presidential nomination to Garner, who controlled the votes of Texas and California; Garner threw his support behind Roosevelt after the third ballot, and Roosevelt clinched the nomination on the fourth ballot. Roosevelt flew in from New York to Chicago after learning that he had won the nomination, becoming the first major-party presidential nominee to accept the nomination in person. His appearance was essential, to show himself as vigorous, despite the ravaging disease that disabled him physically. In his acceptance speech, Roosevelt declared, ""I pledge you, I pledge myself to a new deal for the American people... This is more than a political campaign. It is a call to arms."" Roosevelt promised securities regulation, tariff reduction, farm relief, government-funded public works, and other government actions to address the Great Depression. Reflecting changing public opinion, the Democratic platform included a call for the repeal of Prohibition; Roosevelt himself had not taken a public stand on the issue prior to the convention but promised to uphold the party platform. Otherwise, Roosevelt's primary campaign strategy was one of caution, intent upon avoiding mistakes that would distract from Hoover's failings on the economy. His statements attacked the incumbent and included no other specific policies or programs. After the convention, Roosevelt won endorsements from several progressive Republicans, including George W. Norris, Hiram Johnson, and Robert La Follette Jr. He also reconciled with the party's conservative wing, and even Al Smith was persuaded to support the Democratic ticket. Hoover's handling of the Bonus Army further damaged the incumbent's popularity, as newspapers across the country criticized the use of force to disperse assembled veterans. Roosevelt won 57% of the popular vote and carried all but six states. Historians and political scientists consider the 1932–36 elections to be a political realignment. Roosevelt's victory was enabled by the creation of the New Deal coalition, small farmers, the Southern whites, Catholics, big city political machines, labor unions, northern African Americans (southern ones were still disfranchised), Jews, intellectuals, and political liberals. The creation of the New Deal coalition transformed American politics and started what political scientists call the ""New Deal Party System"" or the Fifth Party System. Between the Civil War and 1929, Democrats had rarely controlled both houses of Congress and had won just four of seventeen presidential elections; from 1932 to 1979, Democrats won eight of twelve presidential elections and generally controlled both houses of Congress."
Franklin D. Roosevelt,32,Presidency (1933–1945),"As president, Roosevelt appointed powerful men to top positions but made all the major decisions, regardless of delays, inefficiency, or resentment. Analyzing the president's administrative style, Burns concludes: The president stayed in charge of his administration...by drawing fully on his formal and informal powers as Chief Executive; by raising goals, creating momentum, inspiring a personal loyalty, getting the best out of people...by deliberately fostering among his aides a sense of competition and a clash of wills that led to disarray, heartbreak, and anger but also set off pulses of executive energy and sparks of creativity...by handing out one job to several men and several jobs to one man, thus strengthening his own position as a court of appeals, as a depository of information, and as a tool of co-ordination; by ignoring or bypassing collective decision-making agencies, such as the Cabinet...and always by persuading, flattering, juggling, improvising, reshuffling, harmonizing, conciliating, manipulating."
Franklin D. Roosevelt,32,Transition and assassination attempt,"Roosevelt was elected in November 1932 but like his predecessors did not take office until the following March.[d] After the election, President Hoover sought to convince Roosevelt to renounce much of his campaign platform and to endorse the Hoover administration's policies. Roosevelt refused Hoover's request to develop a joint program to stop the economic decline, claiming that it would tie his hands and that Hoover had the power to act. During the transition, Roosevelt chose Howe as his chief of staff, and Farley as Postmaster General. Frances Perkins, as Secretary of Labor, became the first woman appointed to a cabinet position. William H. Woodin, a Republican industrialist close to Roosevelt, was the choice for Secretary of the Treasury, while Roosevelt chose Senator Cordell Hull of Tennessee as Secretary of State. Harold L. Ickes and Henry A. Wallace, two progressive Republicans, were selected for the roles of Secretary of the Interior and Secretary of Agriculture, respectively. In February 1933, Roosevelt escaped an assassination attempt by Giuseppe Zangara, who expressed a ""hate for all rulers."" As he was attempting to shoot Roosevelt, Zangara was struck by a woman with her purse; he instead mortally wounded Chicago Mayor Anton Cermak, who was sitting alongside Roosevelt."
Franklin D. Roosevelt,32,First and second terms (1933–1941),"When Roosevelt was inaugurated on March 4, 1933, the U.S. was at the nadir of the worst depression in its history. A quarter of the workforce was unemployed, and farmers were in deep trouble as prices had fallen by 60%. Industrial production had fallen by more than half since 1929. Two million people were homeless. By the evening of March 4, 32 of the 48 states – as well as the District of Columbia – had closed their banks. Historians categorized Roosevelt's program as ""relief, recovery, and reform."" Relief was urgently needed by tens of millions of unemployed. Recovery meant boosting the economy back to normal, and reform was required of the financial and banking systems. Through Roosevelt's series of fireside chats, he presented his proposals directly to the American public. Energized by his own victory over paralytic illness, he used persistent optimism and activism to renew the national spirit."
Franklin D. Roosevelt,32,First New Deal (1933–1934),"On his second day in office, Roosevelt declared a four-day national ""bank holiday"", to end the run by depositors seeking to withdraw funds.  He called for a special session of Congress on March 9, when Congress passed, almost sight unseen, the Emergency Banking Act. The act, first developed by the Hoover administration and Wall Street bankers, gave the president the power to determine the opening and closing of banks and authorized the Federal Reserve Banks to issue banknotes. The ""first 100 Days"" of the 73rd United States Congress saw an unprecedented amount of legislation and set a benchmark against which future presidents have been compared. When the banks reopened on Monday, March 15, stock prices rose by 15 percent and in the following weeks over $1 billion was returned to bank vaults, ending the bank panic. On March 22, Roosevelt signed the Cullen–Harrison Act, which brought Prohibition to a close. Roosevelt saw the establishment of a number of agencies and measures designed to provide relief for the unemployed and others. The Federal Emergency Relief Administration (FERA), under the leadership of Harry Hopkins, distributed relief to state governments. The Public Works Administration (PWA), under Secretary of the Interior Harold Ickes, oversaw the construction of large-scale public works such as dams, bridges, and schools. The most popular of all New Deal agencies – and Roosevelt's favorite – was the Civilian Conservation Corps (CCC), which hired 250,000 unemployed men to work in rural projects. Roosevelt also expanded Hoover's Reconstruction Finance Corporation, which financed railroads and industry. Congress gave the Federal Trade Commission (FTC) broad regulatory powers and provided mortgage relief to millions of farmers and homeowners. Roosevelt also set up the Agricultural Adjustment Administration (AAA) to increase commodity prices, by paying farmers to leave land uncultivated and cut herds. In many instances, crops were plowed under and livestock killed, while many Americans died of hunger and were ill-clothed; critics labeled such policies ""utterly idiotic."" On the positive side, nothing did more to rescue the farm family from isolation than the Rural Electrification Administration (REA), which brought electricity for the first time to millions of rural homes and with it such conveniences as radios and washing machines."" Reform of the economy was the goal of the National Industrial Recovery Act (NIRA) of 1933. It sought to end cutthroat competition by forcing industries to establish rules such as minimum prices, agreements not to compete, and production restrictions. Industry leaders negotiated the rules with NIRA officials, who suspended antitrust laws in return for better wages. The Supreme Court in May 1935 declared NIRA unconstitutional by a unanimous decision, to Roosevelt's chagrin. He reformed financial regulations with the Glass–Steagall Act, creating the Federal Deposit Insurance Corporation (FDIC) to underwrite savings deposits. The act also limited affiliations between commercial banks and securities firms. In 1934, the Securities and Exchange Commission was created to regulate the trading of securities, while the Federal Communications Commission (FCC) was established to regulate telecommunications. Recovery was sought through federal spending, as the NIRA included $3.3  billion (equivalent to $69.08 billion in 2021) of spending through the Public Works Administration. Roosevelt worked with Senator Norris to create the largest government-owned industrial enterprise in American history—the Tennessee Valley Authority (TVA)—which built dams and power stations, controlled floods, and modernized agriculture and home conditions in the poverty-stricken Tennessee Valley. However, natives criticized the TVA for displacing thousands of people for these projects. The Soil Conservation Service trained farmers in the proper methods of cultivation, and with the TVA, Roosevelt became the father of soil conservation. Executive Order 6102 declared that all privately held gold of American citizens was to be sold to the U.S. Treasury and the price raised from $20 to $35 per ounce. The goal was to counter the deflation which was paralyzing the economy. Roosevelt tried to keep his campaign promise by cutting the federal budget. This included a reduction in military spending from $752  million in 1932 to $531  million in 1934 and a 40% cut in spending on veterans benefits. 500,000 veterans and widows were removed from the pension rolls, and benefits were reduced for the remainder. Federal salaries were cut and spending on research and education was reduced. The veterans were well organized and strongly protested, so most benefits were restored or increased by 1934. Veterans groups such as the American Legion and the Veterans of Foreign Wars won their campaign to transform their benefits from payments due in 1945 to immediate cash when Congress overrode the President's veto and passed the Bonus Act in January 1936. It pumped sums equal to 2% of the GDP into the consumer economy and had a major stimulus effect."
Franklin D. Roosevelt,32,Second New Deal (1935–1936),"Roosevelt expected that his party would lose seats in the 1934 Congressional elections, as the president's party had done in most previous midterm elections. Unexpectedly the Democrats picked up seats in both houses of Congress. Empowered by the public's vote of confidence, the first item on Roosevelt's agenda in the 74th Congress was the creation of a social insurance program. The Social Security Act established Social Security and promised economic security for the elderly, the poor, and the sick. Roosevelt insisted that it should be funded by payroll taxes rather than from the general fund, saying, ""We put those payroll contributions there so as to give the contributors a legal, moral, and political right to collect their pensions and unemployment benefits. With those taxes in there, no damn politician can ever scrap my social security program."" Compared with the social security systems in western European countries, the Social Security Act of 1935 was rather conservative. But for the first time, the federal government took responsibility for the economic security of the aged, the temporarily unemployed, dependent children, and disabled people. Against Roosevelt's original intention for universal coverage, the act excluded farmers, domestic workers, and other groups, which made up about forty percent of the labor force. Roosevelt consolidated the various relief organizations, though some, like the PWA, continued to exist. After winning Congressional authorization for further funding of relief efforts, he established the Works Progress Administration (WPA). Under the leadership of Harry Hopkins, the WPA employed over three million people in its first year of operations. It undertook numerous massive construction projects in cooperation with local governments. It also set up the National Youth Administration and arts organizations. The National Labor Relations Act guaranteed workers the right to collective bargaining through unions of their own choice. The act also established the National Labor Relations Board (NLRB) to facilitate wage agreements and suppress repeated labor disturbances. The act did not compel employers to reach an agreement with their employees, but it opened possibilities for American labor. The result was a tremendous growth of membership in the labor unions, especially in the mass-production sector. When the Flint sit-down strike threatened the production of General Motors, Roosevelt broke with the precedent set by many former presidents and refused to intervene; the strike ultimately led to the unionization of both General Motors and its rivals in the American automobile industry. While the First New Deal of 1933 had broad support from most sectors, the Second New Deal challenged the business community. Conservative Democrats, led by Al Smith, fought back with the American Liberty League, savagely attacking Roosevelt and equating him with socialism. But Smith overplayed his hand, and his boisterous rhetoric let Roosevelt isolate his opponents and identify them with the wealthy vested interests that opposed the New Deal, strengthening Roosevelt for the 1936 landslide. By contrast, labor unions, energized by labor legislation, signed up millions of new members and became a major backer of Roosevelt's re-elections in 1936, 1940, and 1944. Burns suggests that Roosevelt's policy decisions were guided more by pragmatism than ideology and that he ""was like the general of a guerrilla army whose columns, fighting blindly in the mountains through dense ravines and thickets, suddenly converge, half by plan and half by coincidence, and debouch into the plain below."" Roosevelt argued that such apparently haphazard methodology was necessary. ""The country needs and, unless I mistake its temper, the country demands bold, persistent experimentation,"" he wrote. ""It is common sense to take a method and try it; if it fails, admit it frankly and try another. But above all, try something."""
Franklin D. Roosevelt,32,"Re-election, 1936","Eight million workers remained unemployed in 1936, and though economic conditions had improved since 1932, they remained sluggish. By 1936, Roosevelt had lost the backing he once held in the business community because of his support for the NLRB and the Social Security Act.  The Republicans had few alternative candidates and nominated Kansas Governor Alf Landon, a little-known bland candidate whose chances were damaged by the public re-emergence of the still-unpopular Herbert Hoover. While Roosevelt campaigned on his New Deal programs and continued to attack Hoover, Landon sought to win voters who approved of the goals of the New Deal but disagreed with its implementation. An attempt by Louisiana Senator Huey Long to organize a left-wing third party collapsed after Long's assassination in 1935. The remnants, helped by Father Charles Coughlin, supported William Lemke of the newly formed Union Party.  Roosevelt won re-nomination with little opposition at the 1936 Democratic National Convention, while his allies overcame Southern resistance to permanently abolish the long-established rule that had required Democratic presidential candidates to win the votes of two-thirds of the delegates rather than a simple majority.[e] In the election against Landon and a third-party candidate, Roosevelt won 60.8% of the vote and carried every state except Maine and Vermont. The Democratic ticket won the highest proportion of the popular vote.[f] Democrats also expanded their majorities in Congress, winning control of over three-quarters of the seats in each house. The election also saw the consolidation of the New Deal coalition; while the Democrats lost some of their traditional allies in big business, they were replaced by groups such as organized labor and African Americans, the latter of whom voted Democratic for the first time since the Civil War. Roosevelt lost high-income voters, especially businessmen and professionals, but made major gains among the poor and minorities. He won 86 percent of the Jewish vote, 81 percent of Catholics, 80 percent of union members, 76 percent of Southerners, 76 percent of blacks in northern cities, and 75 percent of people on relief. Roosevelt carried 102 of the country's 106 cities with a population of 100,000 or more."
Franklin D. Roosevelt,32,Supreme Court fight and second term legislation,"The Supreme Court became Roosevelt's primary domestic focus during his second term after the court overturned many of his programs, including NIRA. The more conservative members of the court upheld the principles of the Lochner era, which saw numerous economic regulations struck down on the basis of freedom of contract. Roosevelt proposed the Judicial Procedures Reform Bill of 1937, which would have allowed him to appoint an additional Justice for each incumbent Justice over the age of 70; in 1937, there were six Supreme Court Justices over the age of 70. The size of the Court had been set at nine since the passage of the Judiciary Act of 1869, and Congress had altered the number of Justices six other times throughout U.S. history. Roosevelt's ""court packing"" plan ran into intense political opposition from his own party, led by Vice President Garner since it upset the separation of powers. A bipartisan coalition of liberals and conservatives of both parties opposed the bill, and Chief Justice Charles Evans Hughes broke with precedent by publicly advocating the defeat of the bill. Any chance of passing the bill ended with the death of Senate Majority Leader Joseph Taylor Robinson in July 1937. Starting with the 1937 case of West Coast Hotel Co. v. Parrish, the court began to take a more favorable view of economic regulations. Historians have described this as, ""the switch in time that saved nine."" That same year, Roosevelt appointed a Supreme Court Justice for the first time, and by 1941, seven of the nine Justices had been appointed by Roosevelt.[g] After Parish, the Court shifted its focus from judicial review of economic regulations to the protection of civil liberties. Four of Roosevelt's Supreme Court appointees, Felix Frankfurter, Robert H. Jackson,
Hugo Black, and William O. Douglas, were particularly influential in reshaping the jurisprudence of the Court. With Roosevelt's influence on the wane following the failure of the Judicial Procedures Reform Bill of 1937, conservative Democrats joined with Republicans to block the implementation of further New Deal programs. Roosevelt did manage to pass some legislation, including the Housing Act of 1937, a second Agricultural Adjustment Act, and the Fair Labor Standards Act (FLSA) of 1938, which was the last major piece of New Deal legislation. The FLSA outlawed child labor, established a federal minimum wage, and required overtime pay for certain employees who work in excess of forty-hours per week. He also won passage of the Reorganization Act of 1939 and subsequently created the Executive Office of the President, making it ""the nerve center of the federal administrative system."" When the economy began to deteriorate again in mid-1937, during the onset of the recession of 1937–1938, Roosevelt launched a rhetorical campaign against big business and monopoly power in the United States, alleging that the recession was the result of a capital strike and even ordering the Federal Bureau of Investigation to look for a criminal conspiracy (of which they found none). He then asked Congress for $5 billion (equivalent to $94.25 billion in 2021) in relief and public works funding. This managed to eventually create as many as 3.3 million WPA jobs by 1938. Projects accomplished under the WPA ranged from new federal courthouses and post offices to facilities and infrastructure for national parks, bridges, and other infrastructure across the country, and architectural surveys and archaeological excavations—investments to construct facilities and preserve important resources. Beyond this, however, Roosevelt recommended to a special congressional session only a permanent national farm act, administrative reorganization, and regional planning measures, all of which were leftovers from a regular session. According to Burns, this attempt illustrated Roosevelt's inability to settle on a basic economic program. Determined to overcome the opposition of conservative Democrats in Congress, Roosevelt became involved in the 1938 Democratic primaries, actively campaigning for challengers who were more supportive of New Deal reform. Roosevelt failed badly, managing to defeat only one of the ten targeted, a conservative Democrat from New York City. In the November 1938 elections, Democrats lost six Senate seats and 71 House seats, with losses concentrated among pro-New Deal Democrats. When Congress reconvened in 1939, Republicans under Senator Robert Taft formed a Conservative coalition with Southern Democrats, virtually ending Roosevelt's ability to enact his domestic proposals. Despite their opposition to Roosevelt's domestic policies, many of these conservative Congressmen would provide crucial support for Roosevelt's foreign policy before and during World War II."
Franklin D. Roosevelt,32,Conservation and the environment,"Roosevelt had a lifelong interest in the environment and conservation starting with his youthful interest in forestry on his family estate. Although he was never an outdoorsman or sportsman on Theodore Roosevelt's scale, his growth of the national systems was comparable. When Franklin was Governor of New York, the Temporary Emergency Relief Administration was essentially a state-level predecessor of the federal Civilian Conservation Corps, with 10,000 or more men building fire trails, combating soil erosion and planting tree seedlings in marginal farmland in the state of New York. As President, Roosevelt was active in expanding, funding, and promoting the National Park and National Forest systems. Their popularity soared, from three million visitors a year at the start of the decade to 15.5 million in 1939. The Civilian Conservation Corps enrolled 3.4 million young men and built 13,000 miles (21,000 kilometres) of trails, planted two billion trees, and upgraded 125,000 miles (201,000 kilometres) of dirt roads. Every state had its own state parks, and Roosevelt made sure that WPA and CCC projects were set up to upgrade them as well as the national systems."
Franklin D. Roosevelt,32,GNP and unemployment rates,"Government spending increased from 8.0% of the gross national product (GNP) under Hoover in 1932 to 10.2% in 1936. The national debt as a percentage of the GNP had more than doubled under Hoover from 16% to 40% of the GNP in early 1933. It held steady at close to 40% as late as fall 1941, then grew rapidly during the war. The GNP was 34% higher in 1936 than in 1932 and 58% higher in 1940 on the eve of war. That is, the economy grew 58% from 1932 to 1940 in eight years of peacetime, and then grew 56% from 1940 to 1945 in five years of wartime. Unemployment fell dramatically during Roosevelt's first term. It increased in 1938 (""a depression within a depression"") but continually declined after 1938. Total employment during Roosevelt's term expanded by 18.31 million jobs, with an average annual increase in jobs during his administration of 5.3%."
Franklin D. Roosevelt,32,Foreign policy (1933–1941),"The main foreign policy initiative of Roosevelt's first term was the Good Neighbor Policy, which was a re-evaluation of U.S. policy toward Latin America. The United States frequently intervened in Latin America following the promulgation of the Monroe Doctrine in 1823, and the United States occupied several Latin American nations in the Banana Wars that occurred following the Spanish–American War of 1898. After Roosevelt took office, he withdrew U.S. forces from Haiti and reached new treaties with Cuba and Panama, ending their status as U.S. protectorates. In December 1933, Roosevelt signed the Montevideo Convention on the Rights and Duties of States, renouncing the right to intervene unilaterally in the affairs of Latin American countries. Roosevelt also normalized relations with the Soviet Union, which the United States had refused to recognize since the 1920s. He hoped to renegotiate the Russian debt from World War I and open trade relations, but no progress was made on either issue and ""both nations were soon disillusioned by the accord."" The rejection of the Treaty of Versailles in 1919–1920 marked the dominance of isolationism in American foreign policy. Despite Roosevelt's Wilsonian background, he and Secretary of State Cordell Hull acted with great care not to provoke isolationist sentiment. The isolationist movement was bolstered in the early to mid-1930s by Senator Gerald Nye and others who succeeded in their effort to stop the ""merchants of death"" in the U.S. from selling arms abroad. This effort took the form of the Neutrality Acts; the president was refused a provision he requested giving him the discretion to allow the sale of arms to victims of aggression. He largely acquiesced to Congress's non-interventionist policies in the early-to-mid 1930s. In the interim, Fascist Italy under Benito Mussolini proceeded to overcome Ethiopia, and the Italians joined Nazi Germany under Adolf Hitler in supporting General Francisco Franco and the Nationalist cause in the Spanish Civil War. As that conflict drew to a close in early 1939, Roosevelt expressed regret in not aiding the Spanish Republicans. When Japan invaded China in 1937, isolationism limited Roosevelt's ability to aid China, despite atrocities like the Nanking Massacre and the USS Panay incident. Germany annexed Austria in 1938, and soon turned its attention to its eastern neighbors. Roosevelt made it clear that, in the event of German aggression against Czechoslovakia, the U.S. would remain neutral. After completion of the Munich Agreement and the execution of Kristallnacht, American public opinion turned against Germany, and Roosevelt began preparing for a possible war with Germany. Relying on an interventionist political coalition of Southern Democrats and business-oriented Republicans, Roosevelt oversaw the expansion of U.S. airpower and war production capacity. When World War II began in September 1939 with Germany's invasion of Poland and Britain and France's subsequent declaration of war upon Germany, Roosevelt sought ways to assist Britain and France militarily. Isolationist leaders like Charles Lindbergh and Senator William Borah successfully mobilized opposition to Roosevelt's proposed repeal of the Neutrality Act, but Roosevelt won Congressional approval of the sale of arms on a cash-and-carry basis. He also began a regular secret correspondence with Britain's First Lord of the Admiralty, Winston Churchill, in September 1939—the first of 1,700 letters and telegrams between them. Roosevelt forged a close personal relationship with Churchill, who became Prime Minister of the United Kingdom in May 1940. The Fall of France in June 1940 shocked the American public, and isolationist sentiment declined. In July 1940, Roosevelt appointed two interventionist Republican leaders, Henry L. Stimson and Frank Knox, as Secretaries of War and the Navy, respectively. Both parties gave support to his plans for a rapid build-up of the American military, but the isolationists warned that Roosevelt would get the nation into an unnecessary war with Germany. In July 1940, a group of Congressmen introduced a bill that would authorize the nation's first peacetime draft, and with the support of the Roosevelt administration, the Selective Training and Service Act of 1940 passed in September. The size of the army increased from 189,000 men at the end of 1939 to 1.4 million men in mid-1941. In September 1940, Roosevelt openly defied the Neutrality Acts by reaching the Destroyers for Bases Agreement, which, in exchange for military base rights in the British Caribbean Islands, gave 50 WWI American destroyers to Britain."
